# 4K txt chart format v1
# Converted from AiAe / Wafles' SHD

[Meta]
id=174381-yuyoyuppe-aiae-wafles-shd
title=AiAe
artist=Yuyoyuppe
charter=Fullerene-
difficulty=Wafles' SHD
audio=/songs/174381-yuyoyuppe-aiae/04. AiAe.mp3
background=/songs/174381-yuyoyuppe-aiae/bg.png
preview=43674
lanes=4
offset=0
approach=1500

[Timing]
1008,180,4

[Notes]
675,2,hold,333
1008,0,tap
1008,3,tap
1008,1,tap
1091,2,tap
1174,3,tap
1257,0,tap
1341,2,tap
1341,1,tap
1341,3,tap
1424,0,tap
1507,3,tap
1591,0,tap
1674,3,tap
1757,0,tap
1841,1,tap
1841,2,tap
1924,3,tap
2007,0,tap
2007,1,tap
2007,2,tap
2091,3,tap
2174,1,tap
2257,3,tap
2341,0,tap
2341,2,tap
2424,1,tap
2507,2,tap
2591,3,tap
2674,0,tap
2674,1,tap
2674,2,tap
2757,3,tap
2841,1,tap
2924,2,tap
3007,1,tap
3091,2,tap
3174,0,tap
3174,1,tap
3257,2,tap
3341,3,tap
3341,0,tap
3341,1,tap
3424,2,tap
3507,1,tap
3591,2,tap
3591,3,tap
3674,0,tap
3674,1,tap
3757,2,tap
3841,3,tap
3924,2,tap
4007,0,tap
4007,1,tap
4007,3,tap
4091,2,tap
4174,1,tap
4257,3,tap
4341,1,tap
4424,3,tap
4507,0,tap
4507,1,tap
4591,3,tap
4674,0,tap
4674,1,tap
4674,2,tap
4757,3,tap
4841,2,tap
4924,1,tap
5007,0,tap
5007,3,tap
5091,1,tap
5174,3,tap
5257,1,tap
5257,2,tap
5341,0,tap
5341,1,tap
5341,3,tap
5424,2,tap
5507,0,tap
5507,1,tap
5591,2,tap
5674,3,tap
5757,1,tap
5841,2,tap
5841,3,tap
5924,0,tap
6007,1,tap
6007,2,tap
6007,3,tap
6091,0,tap
6174,2,tap
6174,3,tap
6257,2,tap
6257,3,tap
6341,0,tap
6341,1,tap
6341,2,tap
6424,3,tap
6507,2,tap
6591,0,tap
6674,1,tap
6674,2,tap
6674,3,tap
6757,0,tap
6841,2,tap
6924,0,tap
7007,2,tap
7091,0,tap
7174,1,tap
7174,3,tap
7257,2,tap
7341,0,tap
7341,1,tap
7341,3,tap
7424,2,tap
7507,0,tap
7591,2,tap
7674,1,tap
7674,3,tap
7757,2,tap
7841,0,tap
7924,1,tap
8007,0,tap
8007,2,tap
8007,3,tap
8091,1,tap
8174,2,tap
8257,1,tap
8341,2,tap
8424,1,tap
8507,0,tap
8507,3,tap
8591,2,tap
8674,0,tap
8674,1,tap
8674,3,tap
8757,2,tap
8841,1,tap
8924,0,tap
8924,3,tap
9007,1,tap
9007,2,tap
9091,3,tap
9174,0,tap
9257,2,tap
9341,0,tap
9341,1,tap
9341,3,tap
9424,2,tap
9507,0,tap
9591,2,tap
9674,0,tap
9757,2,tap
9841,0,tap
9841,1,tap
9924,3,tap
10007,0,tap
10007,1,tap
10007,2,tap
10091,3,tap
10174,1,tap
10257,0,tap
10341,2,tap
10341,3,tap
10424,0,tap
10507,1,tap
10591,2,tap
10674,0,tap
10674,1,tap
10674,3,tap
10757,2,tap
10841,0,tap
10841,1,tap
10924,2,tap
11007,3,tap
11091,2,tap
11174,0,tap
11174,3,tap
11257,1,tap
11341,0,tap
11341,2,tap
11341,3,tap
11424,2,tap
11424,3,tap
11507,2,tap
11507,3,tap
11591,2,tap
11591,3,tap
11674,0,tap
11674,1,tap
11674,3,tap
11757,2,tap
11841,3,tap
11924,1,tap
12007,0,tap
12007,2,tap
12007,3,tap
12091,1,tap
12174,2,tap
12257,1,tap
12341,2,tap
12424,1,tap
12507,0,tap
12507,3,tap
12591,2,tap
12674,3,tap
12674,0,tap
12674,1,tap
12757,2,tap
12841,0,tap
12924,1,tap
13007,2,tap
13007,3,tap
13091,1,tap
13174,0,tap
13257,3,tap
13341,0,tap
13341,1,tap
13341,2,tap
13424,3,tap
13507,1,tap
13591,3,tap
13674,1,tap
13757,3,tap
13841,1,tap
13841,2,tap
13924,3,tap
14007,0,tap
14007,1,tap
14007,2,tap
14091,3,tap
14174,0,tap
14257,2,tap
14257,1,tap
14341,0,tap
14341,3,tap
14424,1,tap
14507,0,tap
14591,2,tap
14674,1,tap
14674,3,tap
14674,0,tap
14757,2,tap
14841,0,tap
14924,2,tap
15007,0,tap
15091,2,tap
15174,0,tap
15174,1,tap
15257,2,tap
15341,0,tap
15341,1,tap
15341,3,tap
15424,2,tap
15507,3,tap
15591,1,tap
15674,2,tap
15674,0,tap
15757,1,tap
15841,3,tap
15924,2,tap
16007,0,tap
16007,1,tap
16007,3,tap
16091,2,tap
16174,0,tap
16174,1,tap
16257,2,tap
16341,3,tap
16424,1,tap
16424,2,tap
16507,0,tap
16507,3,tap
16591,1,tap
16674,0,tap
16674,2,tap
16674,3,tap
16757,3,tap
16841,3,tap
16924,3,tap
17007,0,tap
17007,1,tap
17007,2,tap
17091,3,tap
17174,2,tap
17257,0,tap
17341,3,tap
17341,1,tap
17341,2,tap
17424,0,tap
17507,1,tap
17591,0,tap
17674,1,tap
17757,0,tap
17841,2,tap
17841,3,tap
17924,1,tap
18007,0,tap
18007,2,tap
18007,3,tap
18091,1,tap
18174,3,tap
18257,0,tap
18341,2,tap
18341,1,tap
18424,0,tap
18507,3,tap
18591,2,tap
18674,0,tap
18674,1,tap
18674,3,tap
18757,2,tap
18841,1,tap
18924,2,tap
19007,1,tap
19091,2,tap
19174,1,tap
19174,3,tap
19257,0,tap
19341,2,tap
19341,1,tap
19341,3,tap
19424,0,tap
19507,3,tap
19591,0,tap
19591,1,tap
19674,2,tap
19674,3,tap
19757,1,tap
19841,0,tap
19924,1,tap
20007,0,tap
20007,2,tap
20007,3,tap
20091,1,tap
20174,3,tap
20257,2,tap
20341,0,tap
20341,3,tap
20424,1,tap
20507,2,tap
20591,0,tap
20674,1,tap
20674,2,tap
20674,3,tap
20757,3,tap
20841,3,tap
20924,3,tap
21007,0,tap
21007,1,tap
21091,2,tap
21174,1,tap
21257,2,tap
21257,3,tap
21341,0,tap
21341,1,tap
21424,2,tap
21507,1,tap
21591,2,tap
21591,3,tap
21674,0,tap
21674,1,tap
21757,2,tap
21841,0,tap
21841,1,tap
21924,2,tap
21924,3,tap
22007,0,tap
