# 4K txt chart format v1
# Converted from AiAe / SC

[Meta]
id=174381-yuyoyuppe-aiae-sc
title=AiAe
artist=Yuyoyuppe
charter=Fullerene-
difficulty=SC
audio=/songs/174381-yuyoyuppe-aiae/04. AiAe.mp3
background=/songs/174381-yuyoyuppe-aiae/bg.png
preview=43674
lanes=4
offset=0
approach=1500

[Timing]
1008,180,4

[Notes]
675,2,hold,333
1008,0,tap
1008,1,tap
1008,3,tap
1174,2,tap
1341,1,tap
1341,3,tap
1508,2,tap
1591,1,tap
1674,3,tap
1758,1,tap
1841,0,tap
1841,2,tap
2008,0,tap
2008,3,tap
2174,2,tap
2258,1,tap
2341,0,tap
2341,3,tap
2508,1,tap
2674,2,tap
2674,3,tap
2841,1,tap
2924,2,tap
3008,3,tap
3091,2,tap
3174,0,tap
3174,1,tap
3341,0,tap
3341,3,tap
3508,2,tap
3591,0,tap
3591,1,tap
3674,2,tap
3674,3,tap
3841,0,tap
4008,2,tap
4008,3,tap
4174,0,tap
4258,2,tap
4341,3,tap
4424,2,tap
4508,0,tap
4508,1,tap
4674,1,tap
4674,3,tap
4841,2,tap
4924,1,tap
5008,0,tap
5008,3,tap
5174,2,tap
5258,0,tap
5258,1,tap
5341,2,tap
5341,3,tap
5508,0,tap
5508,1,tap
5674,3,tap
5841,0,tap
5841,1,tap
6008,0,tap
6008,3,tap
6091,1,tap
6174,2,tap
6174,3,tap
6258,0,tap
6258,1,tap
6341,0,tap
6341,2,tap
6341,3,tap
6508,3,tap
6674,0,tap
6674,2,tap
6841,1,tap
6924,2,tap
7008,0,tap
7091,2,tap
7174,1,tap
7174,3,tap
7341,0,tap
7341,3,tap
7508,1,tap
7591,2,tap
7674,0,tap
7674,3,tap
7841,2,tap
8008,0,tap
8008,1,tap
8174,3,tap
8258,2,tap
8341,0,tap
8424,2,tap
8508,1,tap
8508,3,tap
8674,0,tap
8674,3,tap
8841,1,tap
8924,2,tap
8924,3,tap
9008,0,tap
9008,1,tap
9174,3,tap
9341,0,tap
9341,1,tap
9508,2,tap
9591,1,tap
9674,0,tap
9758,1,tap
9841,2,tap
9841,3,tap
10008,0,tap
10008,2,tap
10174,1,tap
10258,2,tap
10341,0,tap
10341,3,tap
10508,1,tap
10674,0,tap
10674,1,tap
10841,2,tap
10841,3,tap
11008,0,tap
11174,1,tap
11174,2,tap
11341,0,tap
11341,3,tap
11424,2,tap
11508,1,tap
11591,2,tap
11674,0,tap
11674,1,tap
11674,3,tap
11841,0,tap
12008,1,tap
12008,3,tap
12174,2,tap
12258,1,tap
12341,3,tap
12424,1,tap
12508,0,tap
12508,2,tap
12674,0,tap
12674,3,tap
12841,2,tap
12924,1,tap
13008,0,tap
13008,3,tap
13174,1,tap
13341,2,tap
13341,3,tap
13508,0,tap
13591,1,tap
13674,3,tap
13758,1,tap
13841,2,tap
13841,0,tap
14008,0,tap
14008,3,tap
14174,2,tap
14258,0,tap
14258,1,tap
14341,2,tap
14341,3,tap
14508,0,tap
14674,2,tap
14674,3,tap
14841,1,tap
14924,2,tap
15008,3,tap
15091,2,tap
15174,0,tap
15174,1,tap
15341,1,tap
15341,3,tap
15508,2,tap
15591,1,tap
15674,0,tap
15674,3,tap
15841,2,tap
16008,2,tap
16008,3,tap
16174,0,tap
16174,1,tap
16341,3,tap
16424,0,tap
16424,2,tap
16508,1,tap
16508,3,tap
16674,0,tap
16674,2,tap
16758,1,tap
16841,0,tap
16841,3,tap
16924,2,tap
17008,0,tap
17008,1,tap
17008,3,tap
17174,2,tap
17341,0,tap
17341,1,tap
17508,2,tap
17591,1,tap
17674,0,tap
17758,1,tap
17841,2,tap
17841,3,tap
18008,0,tap
18008,3,tap
18174,2,tap
18258,1,tap
18341,0,tap
18341,2,tap
18341,3,tap
18508,1,tap
18674,0,tap
18674,2,tap
18841,1,tap
18924,3,tap
19008,0,tap
19091,3,tap
19174,1,tap
19174,2,tap
19341,0,tap
19341,3,tap
19508,2,tap
19591,1,tap
19674,0,tap
19674,2,tap
19674,3,tap
19841,3,tap
20008,0,tap
20008,2,tap
20174,1,tap
20258,2,tap
20341,0,tap
20341,1,tap
20341,3,tap
20424,2,tap
20508,1,tap
20674,0,tap
20674,3,tap
20758,1,tap
20841,2,tap
20924,1,tap
21008,0,tap
21008,2,tap
21008,3,tap
21258,2,tap
21258,3,tap
21341,0,tap
21341,1,tap
21591,2,tap
21591,3,tap
21674,0,tap
21674,1,tap
21841,2,tap
21841,3,tap
21924,0,tap
21924,1,tap
22008,3,tap
22049,2,tap
22091,0,tap
22091,1,tap
22174,2,tap
22174,3,tap
22258,0,tap
22341,2,tap
22341,3,tap
22341,1,hold,500
23008,3,hold,500
23674,2,hold,500
24341,1,hold,500
25008,0,hold,500
25674,2,hold,500
26341,1,hold,667
27008,2,hold,500
27341,1,hold,167
27674,2,tap
27674,3,tap
27674,0,hold,500
28341,1,hold,500
29008,3,hold,500
29674,2,hold,500
30008,1,hold,166
30341,2,tap
30341,3,tap
30341,0,hold,500
31008,1,hold,500
31674,0,tap
31674,3,tap
31674,2,hold,500
32174,3,hold,167
32341,2,hold,167
32508,0,tap
32508,1,tap
32591,0,tap
32591,1,tap
32674,2,tap
32674,3,tap
33008,2,tap
33008,3,tap
33008,0,hold,500
33341,1,tap
33341,2,tap
33674,2,tap
33674,3,hold,500
34008,0,tap
34008,1,tap
34341,3,tap
34341,2,hold,500
34674,0,tap
34674,3,tap
35008,0,tap
35008,1,hold,500
35341,2,tap
35341,3,tap
35674,2,tap
35674,0,hold,500
36008,2,tap
36008,3,tap
36341,3,tap
36341,1,hold,500
36674,0,tap
36674,3,tap
37008,0,tap
37008,2,hold,500
37341,0,tap
37341,1,tap
37508,3,hold,166
37674,1,tap
37674,2,hold,334
38008,0,tap
38008,3,tap
38174,2,tap
38258,1,tap
38341,2,tap
38341,3,tap
38341,0,hold,500
38508,1,tap
38508,3,tap
38674,1,tap
38674,2,tap
38841,2,tap
38841,3,tap
39008,0,tap
39008,1,hold,500
39174,2,tap
39174,3,tap
39341,0,tap
39341,3,tap
39508,2,tap
39508,3,tap
39674,0,tap
39674,3,hold,500
39841,1,tap
39841,2,tap
40008,0,tap
40008,2,tap
40174,0,tap
40174,1,tap
40341,1,tap
40341,2,hold,500
40508,1,tap
